dataset	data_type	model_type	ext_comp	alg	sec_add_var	sec_alg	predictor	rep	fold	auroc	sensitivity	specificity	selection	primary_model	secondary_model
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat20	Fold3	0.6006136950904393	0.8255813953488372	0.3194444444444444	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat20	Fold4	0.6039351851851852	0.8981481481481481	0.3125	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat20	Fold5	0.5710590383444918	0.8867924528301887	0.16129032258064516	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat01	Fold1	0.5959779294322637	0.36082474226804123	0.7464788732394366	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat01	Fold2	0.5342857142857143	0.7777777777777778	0.3	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat01	Fold3	0.5035490958255873	0.5979381443298969	0.47540983606557374	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat01	Fold4	0.5700684931506849	0.41	0.684931506849315	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat01	Fold5	0.5917366946778712	0.5714285714285714	0.5647058823529412	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat02	Fold1	0.5183662280701754	0.5	0.4868421052631579	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat02	Fold2	0.5914855072463768	0.8333333333333334	0.2028985507246377	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat02	Fold3	0.614642375168691	0.4631578947368421	0.6923076923076923	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat02	Fold4	0.49352436457827425	0.6206896551724138	0.43661971830985913	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat02	Fold5	0.5861540941328175	0.6170212765957447	0.5303030303030303	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat03	Fold1	0.5546052631578947	0.74	0.2894736842105263	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat03	Fold2	0.5665692266808398	0.7075471698113207	0.38028169014084506	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat03	Fold3	0.5646523716699156	0.3950617283950617	0.6710526315789473	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat03	Fold4	0.5328923523015585	0.449438202247191	0.5483870967741935	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat03	Fold5	0.5876086956521739	0.5652173913043478	0.5066666666666667	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat04	Fold1	0.5657971014492754	0.76	0.34782608695652173	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat04	Fold2	0.5901881720430108	0.6451612903225806	0.4125	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat04	Fold3	0.5604269293924466	0.5747126436781609	0.4714285714285714	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat04	Fold4	0.5786490316485593	0.2988505747126437	0.7534246575342466	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat04	Fold5	0.5261357018054746	0.6831683168316832	0.36764705882352944	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat05	Fold1	0.6052766393442622	0.4895833333333333	0.6229508196721312	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat05	Fold2	0.4489247311827957	0.6236559139784946	0.3108108108108108	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat05	Fold3	0.6258069595339316	0.7471264367816092	0.3698630136986301	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat05	Fold4	0.5776660280970626	0.25	0.8793103448275862	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat05	Fold5	0.5732649442755826	0.6428571428571429	0.48936170212765956	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat06	Fold1	0.5591820987654321	0.5888888888888889	0.4861111111111111	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat06	Fold2	0.5937277769876262	0.7191011235955056	0.3924050632911392	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat06	Fold3	0.5774562071591774	0.6831683168316832	0.4307692307692308	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat06	Fold4	0.5393289328932893	0.4752475247524752	0.5277777777777778	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat06	Fold5	0.5723180076628352	0.6551724137931034	0.5	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat07	Fold1	0.562886108031047	0.4953271028037383	0.5932203389830508	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat07	Fold2	0.5625149844162072	0.41237113402061853	0.6627906976744186	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat07	Fold3	0.5400787260690643	0.7777777777777778	0.2898550724637681	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat07	Fold4	0.5674880763116057	0.6705882352941176	0.47297297297297297	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat07	Fold5	0.5922619047619048	0.3877551020408163	0.7361111111111112	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat08	Fold1	0.6303195893359828	0.5858585858585859	0.5901639344262295	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat08	Fold2	0.5261261261261261	0.7111111111111111	0.35135135135135137	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat08	Fold3	0.5772727272727273	0.5222222222222223	0.5714285714285714	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat08	Fold4	0.4595714285714286	0.62	0.34285714285714286	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat08	Fold5	0.6050129645635264	0.7078651685393258	0.47435897435897434	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat09	Fold1	0.55470719051149	0.7263157894736842	0.323943661971831	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat09	Fold2	0.5514026402640264	0.5544554455445545	0.5333333333333333	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat09	Fold3	0.6517668776371308	0.5208333333333334	0.6962025316455697	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat09	Fold4	0.5172569027611045	0.7040816326530612	0.36764705882352944	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat09	Fold5	0.5398686679174484	0.5256410256410257	0.5121951219512195	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat10	Fold1	0.5623743898937698	0.7209302325581395	0.37037037037037035	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat10	Fold2	0.5412529205607477	0.4392523364485981	0.625	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat10	Fold3	0.5924731182795699	0.7634408602150538	0.3333333333333333	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat10	Fold4	0.5745982079362821	0.5730337078651685	0.5189873417721519	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat10	Fold5	0.5404640633842671	0.4838709677419355	0.5394736842105263	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat11	Fold1	0.5675345312309008	0.6237623762376238	0.49382716049382713	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat11	Fold2	0.6052589385922719	0.6666666666666666	0.4603174603174603	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat11	Fold3	0.5786508181537512	0.45121951219512196	0.5822784810126582	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat11	Fold4	0.5834762721555175	0.2358490566037736	0.8181818181818182	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat11	Fold5	0.5004401408450704	0.8875	0.08450704225352113	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat12	Fold1	0.5709465791940018	0.41237113402061853	0.7272727272727273	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat12	Fold2	0.5175555555555555	0.6	0.4533333333333333	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat12	Fold3	0.5666666666666667	0.8279569892473119	0.3333333333333333	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat12	Fold4	0.5631649831649832	0.5353535353535354	0.5866666666666667	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat12	Fold5	0.6028792134831461	0.4943820224719101	0.6125	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat13	Fold1	0.5029865967365967	0.625	0.38461538461538464	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat13	Fold2	0.6012904228855721	0.4895833333333333	0.6417910447761194	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat13	Fold3	0.6032323820617356	0.6039603960396039	0.5147058823529411	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat13	Fold4	0.5255681818181818	0.8409090909090909	0.25	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat13	Fold5	0.5843676355066771	0.3894736842105263	0.6865671641791045	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat14	Fold1	0.5422692837465565	0.5454545454545454	0.5	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat14	Fold2	0.5441061670569867	0.8761904761904762	0.2459016393442623	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat14	Fold3	0.6035211267605634	0.53	0.5915492957746479	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat14	Fold4	0.5727928692699491	0.45161290322580644	0.6447368421052632	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat14	Fold5	0.5619682359614294	0.6219512195121951	0.43023255813953487	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat15	Fold1	0.5408179012345679	0.825	0.2839506172839506	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat15	Fold2	0.549929676511955	0.6111111111111112	0.43037974683544306	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat15	Fold3	0.6225968236277515	0.5979381443298969	0.5945945945945946	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat15	Fold4	0.5532140691328078	0.711340206185567	0.39705882352941174	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat15	Fold5	0.5484913793103449	0.5961538461538461	0.4827586206896552	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat16	Fold1	0.5541697691734921	0.5949367088607594	0.5294117647058824	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat16	Fold2	0.6349115438462517	0.5154639175257731	0.6790123456790124	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat16	Fold3	0.5836713995943205	0.7241379310344828	0.39705882352941174	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat16	Fold4	0.5355371900826447	0.7090909090909091	0.3333333333333333	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat16	Fold5	0.5049213943950787	0.2736842105263158	0.7402597402597403	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat17	Fold1	0.5443403028118241	0.3894736842105263	0.684931506849315	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat17	Fold2	0.5748971193415637	0.7283950617283951	0.38666666666666666	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat17	Fold3	0.6057017543859649	0.4631578947368421	0.6547619047619048	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat17	Fold4	0.564756671899529	0.7582417582417582	0.32857142857142857	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat17	Fold5	0.5179733246584255	0.6226415094339622	0.41379310344827586	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat18	Fold1	0.5734511889862328	0.4574468085106383	0.6323529411764706	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat18	Fold2	0.5516956162117452	0.6559139784946236	0.3974358974358974	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat18	Fold3	0.5566069906223359	0.8117647058823529	0.34782608695652173	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat18	Fold4	0.5746044735406437	0.4787234042553192	0.6153846153846154	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat18	Fold5	0.5616037459760024	0.6372549019607843	0.43283582089552236	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat19	Fold1	0.6266699250570218	0.7096774193548387	0.4696969696969697	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat19	Fold2	0.6457379862700229	0.6847826086956522	0.5263157894736842	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat19	Fold3	0.4903198653198653	0.4222222222222222	0.5454545454545454	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat19	Fold4	0.529389647825542	0.8514851485148515	0.22784810126582278	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat19	Fold5	0.5348421679571173	0.3804347826086957	0.6575342465753424	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat20	Fold1	0.585140562248996	0.43373493975903615	0.64	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat20	Fold2	0.5739850869925435	0.6705882352941176	0.43661971830985913	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat20	Fold3	0.5883397932816538	0.45348837209302323	0.6666666666666666	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat20	Fold4	0.5336226851851852	0.5740740740740741	0.4875	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	FIT_value	Repeat20	Fold5	0.540626902008521	0.8301886792452831	0.25806451612903225	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat01	Fold1	0.5517641934078699	0.7422680412371134	0.36619718309859156	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat01	Fold2	0.6106349206349206	0.9	0.12857142857142856	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat01	Fold3	0.5190130133513604	0.6907216494845361	0.26229508196721313	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat01	Fold4	0.6097260273972602	0.68	0.5205479452054794	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat01	Fold5	0.6114845938375351	0.5	0.6588235294117647	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat02	Fold1	0.5219298245614035	0.7395833333333334	0.32894736842105265	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat02	Fold2	0.6840277777777778	0.90625	0.2608695652173913	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat02	Fold3	0.6051282051282051	0.631578947368421	0.47435897435897434	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat02	Fold4	0.5164319248826291	0.735632183908046	0.28169014084507044	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat02	Fold5	0.6089619600257898	0.5319148936170213	0.6666666666666666	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat03	Fold1	0.6623684210526316	0.82	0.32894736842105265	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat03	Fold2	0.5786606431039064	0.9150943396226415	0.15492957746478872	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat03	Fold3	0.6208576998050682	0.691358024691358	0.4605263157894737	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat03	Fold4	0.5500181225081552	0.48314606741573035	0.5806451612903226	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat03	Fold5	0.5926086956521739	0.7391304347826086	0.48	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat04	Fold1	0.5886956521739131	0.91	0.18840579710144928	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat04	Fold2	0.600268817204301	0.6881720430107527	0.45	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat04	Fold3	0.555008210180624	0.8045977011494253	0.2714285714285714	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat04	Fold4	0.6090379467800346	0.6781609195402298	0.4794520547945205	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
mags-WCRF-high	mag-based	feature-strat	FALSE	rf	fit	log_reg	secondary_prob	Repeat04	Fold5	0.5841584158415841	0.594059405940594	0.5	all	rf_mags-WCRF-high	log_reg_mags-WCRF-high_fit
