dataset	data_type	model_type	ext_comp	alg	sec_add_var	sec_alg	predictor	rep	fold	auroc	sensitivity	specificity	selection	included_in_training	primary_model
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat04	Fold3	0.5376623376623376	0.8363636363636363	0.14285714285714285	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat04	Fold4	0.6113831089351285	0.6046511627906976	0.6578947368421053	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat04	Fold5	0.5990675990675991	0.6212121212121212	0.5641025641025641	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat05	Fold1	0.5291005291005291	0.9523809523809523	0.1	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat05	Fold2	0.6115142718916304	0.7924528301886793	0.3333333333333333	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat05	Fold3	0.6046747967479675	0.9375	0.1951219512195122	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat05	Fold4	0.6582196231319039	0.3333333333333333	0.8148148148148148	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat05	Fold5	0.6382978723404256	0.9516129032258065	0.2127659574468085	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat06	Fold1	0.6296791443850267	0.9090909090909091	0.17647058823529413	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat06	Fold2	0.6470588235294118	0.8627450980392157	0.3	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat06	Fold3	0.564736499674691	0.7358490566037735	0.13793103448275862	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat06	Fold4	0.5710987996306556	0.5263157894736842	0.5526315789473685	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat06	Fold5	0.6470099667774086	0.8214285714285714	0.4418604651162791	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat07	Fold1	0.5630303030303031	0.58	0.5151515151515151	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat07	Fold2	0.5947154471544716	0.48333333333333334	0.5609756097560976	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat07	Fold3	0.6470588235294118	0.9444444444444444	0.20588235294117646	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat07	Fold4	0.5628259838786155	0.8596491228070176	0.1891891891891892	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat07	Fold5	0.6397849462365591	0.8225806451612904	0.41025641025641024	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat08	Fold1	0.6488095238095238	0.6666666666666666	0.35714285714285715	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat08	Fold2	0.7131287297527706	0.5490196078431373	0.8260869565217391	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat08	Fold3	0.526825332795482	0.8059701492537313	0.1891891891891892	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat08	Fold4	0.52	0.6666666666666666	0.37142857142857144	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat08	Fold5	0.5983379501385041	0.7368421052631579	0.3157894736842105	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat09	Fold1	0.6311320754716981	0.8679245283018868	0.3	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat09	Fold2	0.6825974025974025	0.9090909090909091	0.2	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat09	Fold3	0.5729166666666666	0.6129032258064516	0.4583333333333333	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat09	Fold4	0.5474137931034483	0.9137931034482759	0.21428571428571427	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat09	Fold5	0.6369146005509642	0.4909090909090909	0.6666666666666666	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat10	Fold1	0.5638888888888889	0.8222222222222222	0.2708333333333333	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat10	Fold2	0.6349331235247836	0.532258064516129	0.7317073170731707	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat10	Fold3	0.6397243107769424	0.9122807017543859	0.17857142857142858	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat10	Fold4	0.538034188034188	0.4461538461538462	0.6111111111111112	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat10	Fold5	0.6559139784946236	0.5925925925925926	0.6129032258064516	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat11	Fold1	0.6538461538461539	0.875	0.23076923076923078	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat11	Fold2	0.5819672131147541	0.4426229508196721	0.7	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat11	Fold3	0.6617647058823529	0.9019607843137255	0.4318181818181818	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat11	Fold4	0.5342902711323764	0.5964912280701754	0.48484848484848486	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat11	Fold5	0.5684210526315789	0.62	0.3684210526315789	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat12	Fold1	0.7460526315789474	0.8	0.5526315789473685	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat12	Fold2	0.5645161290322581	0.6290322580645161	0.4782608695652174	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat12	Fold3	0.5864527629233511	0.8823529411764706	0.18181818181818182	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat12	Fold4	0.623249299719888	0.7450980392156863	0.42857142857142855	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat12	Fold5	0.5572033898305084	0.8983050847457628	0.125	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat13	Fold1	0.6683864915572233	0.6346153846153846	0.5609756097560976	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat13	Fold2	0.5671106557377049	0.8360655737704918	0.125	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat13	Fold3	0.7617283950617284	0.7222222222222222	0.7333333333333333	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat13	Fold4	0.5130853994490359	0.9242424242424242	0.09090909090909091	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat13	Fold5	0.5864864864864865	0.76	0.2972972972972973	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat14	Fold1	0.5960729312762973	0.8870967741935484	0.17391304347826086	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat14	Fold2	0.6175925925925926	0.8703703703703703	0.4	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat14	Fold3	0.6586700336700336	0.5555555555555556	0.6363636363636364	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat14	Fold4	0.4714003944773175	0.7692307692307693	0.15384615384615385	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat14	Fold5	0.6091458153580673	0.7213114754098361	0.39473684210526316	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat15	Fold1	0.571364852809991	0.847457627118644	0.21052631578947367	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat15	Fold2	0.6131792896876337	0.7368421052631579	0.5121951219512195	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat15	Fold3	0.5978260869565217	0.7391304347826086	0.375	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat15	Fold4	0.6232258064516129	0.64	0.5483870967741935	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat15	Fold5	0.6072303921568627	0.625	0.5588235294117647	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat16	Fold1	0.6555555555555556	0.675	0.5833333333333334	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat16	Fold2	0.554013503375844	0.8064516129032258	0.27906976744186046	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat16	Fold3	0.711864406779661	0.8813559322033898	0.22580645161290322	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat16	Fold4	0.5409007352941176	0.859375	0.058823529411764705	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat16	Fold5	0.5827586206896552	0.6379310344827587	0.475	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat17	Fold1	0.6183401639344263	0.7704918032786885	0.46875	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat17	Fold2	0.6739130434782609	0.8478260869565217	0.3958333333333333	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat17	Fold3	0.525	0.8166666666666667	0.325	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat17	Fold4	0.5653958944281525	0.8	0.3548387096774194	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat17	Fold5	0.6547441629408842	0.9180327868852459	0.12121212121212122	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat18	Fold1	0.6765615337043909	0.7755102040816326	0.45454545454545453	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat18	Fold2	0.585727969348659	0.7413793103448276	0.3611111111111111	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat18	Fold3	0.670492587278814	0.6470588235294118	0.6829268292682927	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat18	Fold4	0.553405572755418	0.75	0.2894736842105263	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat18	Fold5	0.7256335282651072	0.7368421052631579	0.5277777777777778	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat19	Fold1	0.5473032714412025	0.7758620689655172	0.28205128205128205	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat19	Fold2	0.6961194029850746	0.5223880597014925	0.7	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat19	Fold3	0.6392727272727272	0.6181818181818182	0.6	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat19	Fold4	0.4905263157894737	0.74	0.18421052631578946	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat19	Fold5	0.6084905660377359	0.8679245283018868	0.125	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat20	Fold1	0.5002727768685216	0.851063829787234	0.05128205128205128	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat20	Fold2	0.6551282051282051	0.7666666666666667	0.5128205128205128	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat20	Fold3	0.5922865013774105	0.509090909090909	0.5757575757575758	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat20	Fold4	0.6236786469344608	0.5757575757575758	0.4883720930232558	all	external	rf_mags-women
mags-women	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat20	Fold5	0.6303030303030304	0.4909090909090909	0.7333333333333333	all	external	rf_mags-women
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat01	Fold1	0.6417657045840407	0.9122807017543859	0.16129032258064516	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat01	Fold2	0.5625	0.6666666666666666	0.28125	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat01	Fold3	0.5514285714285714	0.2857142857142857	0.76	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat01	Fold4	0.5878787878787879	0.7272727272727273	0.35714285714285715	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat01	Fold5	0.5749158249158249	0.38636363636363635	0.6666666666666666	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat02	Fold1	0.5150966183574879	0.32608695652173914	0.6111111111111112	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat02	Fold2	0.6752440106477373	0.7959183673469388	0.43478260869565216	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat02	Fold3	0.6306042884990253	0.631578947368421	0.5555555555555556	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat02	Fold4	0.6255656108597285	0.7884615384615384	0.20588235294117646	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat02	Fold5	0.6157407407407407	0.6851851851851852	0.35714285714285715	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat03	Fold1	0.5646153846153846	0.62	0.4358974358974359	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat03	Fold2	0.6087680355160933	0.8301886792452831	0.20588235294117646	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat03	Fold3	0.68	0.9215686274509803	0.24	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat03	Fold4	0.48563218390804597	0.6666666666666666	0.3103448275862069	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat03	Fold5	0.6309523809523809	0.875	0.2	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat04	Fold1	0.6610169491525424	0.1694915254237288	0.918918918918919	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat04	Fold2	0.6966783216783217	0.8076923076923077	0.4090909090909091	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat04	Fold3	0.4953703703703704	0.75	0.2222222222222222	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat04	Fold4	0.5264270613107822	0.4186046511627907	0.5454545454545454	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat04	Fold5	0.6003694581280788	0.8214285714285714	0.20689655172413793	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat05	Fold1	0.5802098950524738	0.8695652173913043	0.13793103448275862	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat05	Fold2	0.4878048780487805	0.7804878048780488	0.23529411764705882	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat05	Fold3	0.6317663817663818	0.4807692307692308	0.7037037037037037	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat05	Fold4	0.7252090800477897	0.8387096774193549	0.4074074074074074	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat05	Fold5	0.5622807017543859	0.6666666666666666	0.475	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat06	Fold1	0.5240683229813664	0.5535714285714286	0.391304347826087	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat06	Fold2	0.5339366515837104	0.7884615384615384	0.23529411764705882	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat06	Fold3	0.7075471698113207	0.8490566037735849	0.3333333333333333	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat06	Fold4	0.5841983852364475	0.5686274509803921	0.5588235294117647	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat06	Fold5	0.6364734299516909	0.7608695652173914	0.3611111111111111	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat07	Fold1	0.5380184331797235	0.39285714285714285	0.6774193548387096	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat07	Fold2	0.5914315569487983	0.9310344827586207	0.12121212121212122	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat07	Fold3	0.6083730789613143	0.8431372549019608	0.2972972972972973	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat07	Fold4	0.5509355509355509	0.7567567567567568	0.23076923076923078	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat07	Fold5	0.6636904761904762	0.9285714285714286	0.1	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat08	Fold1	0.6591614906832298	0.7608695652173914	0.39285714285714285	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat08	Fold2	0.7027027027027027	0.8367346938775511	0.4594594594594595	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat08	Fold3	0.4225	0.8125	0.04	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat08	Fold4	0.608974358974359	0.7307692307692307	0.3333333333333333	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat08	Fold5	0.6430851063829787	0.5106382978723404	0.7	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat09	Fold1	0.6513333333333333	0.86	0.26666666666666666	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat09	Fold2	0.6105137395459976	0.7037037037037037	0.5161290322580645	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat09	Fold3	0.5608974358974359	0.8392857142857143	0.1282051282051282	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat09	Fold4	0.5804195804195804	0.34615384615384615	0.7272727272727273	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat09	Fold5	0.5	0.6086956521739131	0.375	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat10	Fold1	0.6132404181184669	0.8571428571428571	0.17073170731707318	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat10	Fold2	0.607103218645949	0.5471698113207547	0.5588235294117647	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat10	Fold3	0.652	0.52	0.76	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat10	Fold4	0.6194379391100703	0.819672131147541	0.25	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat10	Fold5	0.6120689655172414	0.8076923076923077	0.1724137931034483	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat11	Fold1	0.6427640156453716	0.7966101694915254	0.28205128205128205	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat11	Fold2	0.5792452830188679	0.6792452830188679	0.3333333333333333	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat11	Fold3	0.5449612403100775	0.6976744186046512	0.36666666666666664	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat11	Fold4	0.538	0.3	0.8	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat11	Fold5	0.5903674280039722	0.9433962264150944	0.18421052631578946	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat12	Fold1	0.726764500349406	0.71698113207547165	0.5555555555555556	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat12	Fold2	0.5364285714285715	0.7321428571428571	0.32	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat12	Fold3	0.5791304347826087	0.6521739130434783	0.4	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat12	Fold4	0.5537142857142857	0.74	0.34285714285714286	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat12	Fold5	0.6159329140461216	0.5094339622641509	0.6444444444444445	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat13	Fold1	0.6835978835978836	0.7380952380952381	0.4444444444444444	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat13	Fold2	0.6107617051013278	0.7924528301886793	0.25925925925925924	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat13	Fold3	0.5746333045729076	0.639344262295082	0.3684210526315789	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat13	Fold4	0.6065476190476191	0.7678571428571429	0.23333333333333334	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat13	Fold5	0.5591787439613527	0.2608695652173913	0.75	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat14	Fold1	0.5518518518518518	0.7111111111111111	0.2222222222222222	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat14	Fold2	0.5846338535414166	0.9183673469387755	0.2647058823529412	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat14	Fold3	0.58005698005698	0.8461538461538461	0.18518518518518517	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat14	Fold4	0.5856793145654835	0.7441860465116279	0.3684210526315789	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat14	Fold5	0.66875	0.14285714285714285	0.95	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat15	Fold1	0.5577540106951872	0.5272727272727272	0.5	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat15	Fold2	0.58	0.6	0.6	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat15	Fold3	0.5863207547169811	0.8113207547169812	0.3	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat15	Fold4	0.630718954248366	0.8235294117647058	0.25	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat15	Fold5	0.5700211118930331	0.8163265306122449	0.3103448275862069	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat16	Fold1	0.7399813606710158	0.5945945945945946	0.8620689655172413	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat16	Fold2	0.5436507936507936	0.5555555555555556	0.5	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat16	Fold3	0.55625	0.8125	0.16666666666666666	all	external	rf_mags-young
mags-young	mag-based	feature-strat	FALSE	rf	fit	log_reg	primary_prob	Repeat16	Fold4	0.6018437225636524	0.7014925373134329	0.38235294117647056	all	external	rf_mags-young
