feature	metadata	value	coef	stderr	pval	name	qval	N	N.not.zero	model	dataset	strat
MAG1346	detect_worthy_lesions	positive	0.6149892403691013	0.2555656024335061	0.016308401600248188	detect_worthy_lesionspositive	0.18602221990339013	1034	829	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0159	detect_worthy_lesions	positive	0.526961780225096	0.21937797764978673	0.01650069572543733	detect_worthy_lesionspositive	0.18674070229635967	1034	308	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0925	detect_worthy_lesions	positive	0.6777534431074363	0.2826639168707181	0.016696057046862826	detect_worthy_lesionspositive	0.18674070229635967	1034	379	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1069	detect_worthy_lesions	positive	0.2452965538998986	0.10242624709048795	0.016826729290516138	detect_worthy_lesionspositive	0.18674070229635967	1034	107	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0981	detect_worthy_lesions	positive	0.6865190208489182	0.28827307912534933	0.017446236407467987	detect_worthy_lesionspositive	0.189783930182096	1034	751	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1225	detect_worthy_lesions	positive	-0.3981640780082613	0.1674131579968781	0.01759536249916541	detect_worthy_lesionspositive	0.19023064956109625	1034	126	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1804	detect_worthy_lesions	positive	0.7530318213482672	0.3174203795819237	0.01788111921941949	detect_worthy_lesionspositive	0.1925332055849888	1034	802	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0992	detect_worthy_lesions	positive	0.4849734108756102	0.20505308544147213	0.01823219300086251	detect_worthy_lesionspositive	0.1946538137807361	1034	790	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0410	detect_worthy_lesions	positive	0.42181379779644207	0.1795929851375885	0.019049723158475473	detect_worthy_lesionspositive	0.20035380476127937	1034	169	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0659	detect_worthy_lesions	positive	0.24797740117895933	0.10822963168234856	0.022177225818990422	detect_worthy_lesionspositive	0.21321901467947524	1034	107	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1752	detect_worthy_lesions	positive	0.38921400667041395	0.1701575374215985	0.022401214123967107	detect_worthy_lesionspositive	0.21331606602732642	1034	119	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1583	detect_worthy_lesions	positive	0.6452686014246956	0.28405785425868646	0.023341305313943395	detect_worthy_lesionspositive	0.21833415678617848	1034	227	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0096	detect_worthy_lesions	positive	0.5212855604047048	0.23073990936351566	0.024105837584008204	detect_worthy_lesionspositive	0.22145526078298539	1034	753	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1879	detect_worthy_lesions	positive	0.4673996268989198	0.21045912063452107	0.026604561523899492	detect_worthy_lesionspositive	0.2369749005401272	1034	237	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1819	detect_worthy_lesions	positive	0.4074949266319823	0.18559704220797055	0.02837149388935657	detect_worthy_lesionspositive	0.2455207141831839	1034	885	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0450	detect_worthy_lesions	positive	0.3971088806690637	0.18100631234939188	0.028493519344650865	detect_worthy_lesionspositive	0.24585836691670174	1034	192	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1162	detect_worthy_lesions	positive	0.4689373458461414	0.2151342930323386	0.029530596331463297	detect_worthy_lesionspositive	0.24969595740763725	1034	516	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1883	detect_worthy_lesions	positive	-0.27911064432288657	0.13002054036668928	0.03208191978065804	detect_worthy_lesionspositive	0.2601835489116794	1034	124	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0745	detect_worthy_lesions	positive	0.5075016630073977	0.240738466871657	0.03529312292661053	detect_worthy_lesionspositive	0.2753124054127478	1034	494	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0908	detect_worthy_lesions	positive	-0.3157092673731756	0.15254650250562554	0.03877030705125782	detect_worthy_lesionspositive	0.28424133805178764	1034	148	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0471	detect_worthy_lesions	positive	0.4849930158490611	0.23773963047590588	0.04163498662205234	detect_worthy_lesionspositive	0.2949580206579106	1034	122	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1277	detect_worthy_lesions	positive	0.4480709485158336	0.22043527446584912	0.042374428051703425	detect_worthy_lesionspositive	0.2982670618245317	1034	904	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1799	detect_worthy_lesions	positive	0.3979366063807528	0.1978300253404201	0.04456434177354073	detect_worthy_lesionspositive	0.30753760122719837	1034	300	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0149	detect_worthy_lesions	positive	-0.3466539431028743	0.172957508501651	0.045334881101533046	detect_worthy_lesionspositive	0.30948742297731174	1034	299	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0147	detect_worthy_lesions	positive	-0.4339333061674683	0.21867431658669084	0.047511345525147554	detect_worthy_lesionspositive	0.3168422222087127	1034	348	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0369	detect_worthy_lesions	positive	0.5224485767211614	0.26356455374831733	0.047750693620482225	detect_worthy_lesionspositive	0.317832833258202	1034	377	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1473	detect_worthy_lesions	positive	0.4973654890141794	0.2547721040414463	0.051219089526144033	detect_worthy_lesionspositive	0.3311227989549495	1034	418	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0094	detect_worthy_lesions	positive	0.3065699003347362	0.15749845394365167	0.051900769310489404	detect_worthy_lesionspositive	0.3331429149210297	1034	105	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0467	detect_worthy_lesions	positive	-0.47147187464226203	0.24639774333839531	0.05600083170265829	detect_worthy_lesionspositive	0.34643116693655807	1034	641	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0567	detect_worthy_lesions	positive	-0.28038936430397815	0.14894395920734854	0.060082758874476463	detect_worthy_lesionspositive	0.35947627998295256	1034	141	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0986	detect_worthy_lesions	positive	0.27939027547161466	0.14906740015404005	0.061213426167810135	detect_worthy_lesionspositive	0.3628182698656559	1034	156	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1467	detect_worthy_lesions	positive	0.30242635186470984	0.1628814651642033	0.06367092726217458	detect_worthy_lesionspositive	0.3700112477348733	1034	145	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1020	detect_worthy_lesions	positive	-0.37657585942842325	0.2041906869705594	0.06547148769501274	detect_worthy_lesionspositive	0.37576486421879707	1034	213	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1091	detect_worthy_lesions	positive	-0.4910156953393779	0.2666131856878937	0.06584537793428495	detect_worthy_lesionspositive	0.3765476887819974	1034	344	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0030	detect_worthy_lesions	positive	0.5123068583139564	0.2785020007682824	0.06616386207247786	detect_worthy_lesionspositive	0.37734821336659585	1034	248	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1072	detect_worthy_lesions	positive	0.44346676877828994	0.2416799931340843	0.06683964454426498	detect_worthy_lesionspositive	0.3798360445338069	1034	763	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1898	detect_worthy_lesions	positive	-0.25670185645926114	0.14091324019337673	0.06882631138305204	detect_worthy_lesionspositive	0.3862800591073593	1034	152	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1672	detect_worthy_lesions	positive	0.3478756162781168	0.19140896328834275	0.06947532552196674	detect_worthy_lesionspositive	0.38737177174524595	1034	232	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1688	detect_worthy_lesions	positive	0.7039334937486844	0.3880825477207989	0.07002396125719866	detect_worthy_lesionspositive	0.38853190051894476	1034	542	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1083	detect_worthy_lesions	positive	0.3681278552047828	0.204715457913375	0.07246788908877291	detect_worthy_lesionspositive	0.39325989179993687	1034	230	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0681	detect_worthy_lesions	positive	0.4189823879115629	0.2347450432722214	0.07461808664748074	detect_worthy_lesionspositive	0.39782162092341594	1034	466	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1926	detect_worthy_lesions	positive	0.3537573854979166	0.1988547001581766	0.07557554311415195	detect_worthy_lesionspositive	0.4010130465564251	1034	727	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1424	detect_worthy_lesions	positive	0.31511337527965627	0.17933816659467536	0.07923645714681046	detect_worthy_lesionspositive	0.40917619911794245	1034	209	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0490	detect_worthy_lesions	positive	0.2976594132580046	0.16981561043876464	0.0799641775505491	detect_worthy_lesionspositive	0.40985527369662983	1034	146	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0706	detect_worthy_lesions	positive	0.4463763757864011	0.25803384806024054	0.08398247852718817	detect_worthy_lesionspositive	0.4197138524975787	1034	455	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0206	detect_worthy_lesions	positive	-0.43101671402384645	0.2508715869875863	0.08612050403521646	detect_worthy_lesionspositive	0.4242568784956201	1034	395	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1429	detect_worthy_lesions	positive	0.46011524822920635	0.2685478000592366	0.08698729776251107	detect_worthy_lesionspositive	0.4256136346215642	1034	480	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0148	detect_worthy_lesions	positive	0.4834334565368196	0.2827114076201093	0.0876065167360463	detect_worthy_lesionspositive	0.4266895435880258	1034	269	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0547	detect_worthy_lesions	positive	0.41749558641766565	0.24637645498479424	0.09050198583650225	detect_worthy_lesionspositive	0.4336829259651991	1034	854	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0068	detect_worthy_lesions	positive	0.30068819796735535	0.17865763599259793	0.09270783966218656	detect_worthy_lesionspositive	0.43803358537275516	1034	259	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1744	detect_worthy_lesions	positive	0.3104897281165947	0.18447269009502518	0.09269256383485318	detect_worthy_lesionspositive	0.43803358537275516	1034	272	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1665	detect_worthy_lesions	positive	0.35572962959339155	0.2129664730819413	0.09519075733275062	detect_worthy_lesionspositive	0.4452063296491921	1034	862	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0009	detect_worthy_lesions	positive	0.3764249433873468	0.22657523439104946	0.09698165676988862	detect_worthy_lesionspositive	0.44862113666535175	1034	926	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0061	detect_worthy_lesions	positive	-0.21248463254560995	0.12847094881599644	0.09848011623221392	detect_worthy_lesionspositive	0.4505268245678018	1034	123	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1340	detect_worthy_lesions	positive	0.4041984610981903	0.24439646076934013	0.09849780549819498	detect_worthy_lesionspositive	0.4505268245678018	1034	816	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1382	detect_worthy_lesions	positive	0.26957297885487835	0.16368993711834548	0.09993161762986506	detect_worthy_lesionspositive	0.45236710850007444	1034	178	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1546	detect_worthy_lesions	positive	0.45361479808869665	0.27682078942089466	0.10162775938634425	detect_worthy_lesionspositive	0.45485056459293943	1034	797	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1144	detect_worthy_lesions	positive	0.33205382855257404	0.20299762872922242	0.10223498602505161	detect_worthy_lesionspositive	0.4562802824566343	1034	880	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1232	detect_worthy_lesions	positive	0.36606828883718207	0.22368744443854846	0.10207494854736258	detect_worthy_lesionspositive	0.4562802824566343	1034	145	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1630	detect_worthy_lesions	positive	0.5696201382115333	0.3485110495868318	0.1025102496855252	detect_worthy_lesionspositive	0.4565449462820231	1034	545	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1809	detect_worthy_lesions	positive	0.261258006454744	0.16023385644090699	0.10334398118270183	detect_worthy_lesionspositive	0.4579318279849089	1034	885	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1633	detect_worthy_lesions	positive	-0.3027289163836879	0.18750531880000343	0.10676157775768631	detect_worthy_lesionspositive	0.46251020344906374	1034	218	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0347	detect_worthy_lesions	positive	0.40818057738990843	0.2550870267553185	0.10990745802547526	detect_worthy_lesionspositive	0.46738013649187055	1034	295	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1728	detect_worthy_lesions	positive	0.48566400429781414	0.30363618569617407	0.11005590038380117	detect_worthy_lesionspositive	0.46749800417553056	1034	585	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0054	detect_worthy_lesions	positive	0.26807772293567583	0.16907929761496382	0.11319456328627164	detect_worthy_lesionspositive	0.47468258693495236	1034	881	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0020	detect_worthy_lesions	positive	-0.1806099672602768	0.11442545534489328	0.1148173334481821	detect_worthy_lesionspositive	0.47755139810431635	1034	118	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1862	detect_worthy_lesions	positive	0.39834956908683017	0.25430078381886817	0.11758858224763466	detect_worthy_lesionspositive	0.48268400557572755	1034	319	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0751	detect_worthy_lesions	positive	0.4960844725407627	0.31706666260489813	0.11802065609991118	detect_worthy_lesionspositive	0.48383128699782585	1034	335	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0920	detect_worthy_lesions	positive	0.3650362706012458	0.23487982071990818	0.12049629483999987	detect_worthy_lesionspositive	0.48954996917058236	1034	257	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0553	detect_worthy_lesions	positive	0.3053435040303913	0.1967323486779686	0.12098952009201155	detect_worthy_lesionspositive	0.48969453756769304	1034	306	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1596	detect_worthy_lesions	positive	0.23379049401008922	0.15060305001776728	0.12092098013753359	detect_worthy_lesionspositive	0.48969453756769304	1034	189	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1282	detect_worthy_lesions	positive	0.32853039448929217	0.21247292758157413	0.12239627093117998	detect_worthy_lesionspositive	0.4916137210446756	1034	145	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0696	detect_worthy_lesions	positive	0.4399351306244301	0.2884048742935298	0.12750252014786176	detect_worthy_lesionspositive	0.49780713568898505	1034	408	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0822	detect_worthy_lesions	positive	-0.2434589575487283	0.1595553310413941	0.12739013986731185	detect_worthy_lesionspositive	0.49780713568898505	1034	155	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0281	detect_worthy_lesions	positive	0.2566306742293523	0.17012519029983575	0.13177619820004444	detect_worthy_lesionspositive	0.5070385015753645	1034	144	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG1369	detect_worthy_lesions	positive	0.33760670469270015	0.2238870006630205	0.13191635566057258	detect_worthy_lesionspositive	0.5070385015753645	1034	760	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0919	detect_worthy_lesions	positive	0.17866674113048023	0.11867458368918964	0.13253564878455254	detect_worthy_lesionspositive	0.5081868709743846	1034	122	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
MAG0461	detect_worthy_lesions	positive	0.2107905443275048	0.14045421086667734	0.13375767309060824	detect_worthy_lesionspositive	0.5100813723358861	1034	972	detect_worthy_lesions,Total_Reads_QC_ATLAS,senter,age_invitation,kjonn,wcrf_index_main,Smoking,Utdanning,colo_hemorrhoids,colo_IBD,antibiotics_reg_quest_comb	mags	no_strat
